Left_Wrist_x,Left_Wrist_y,Left_Wrist_z,Left_Thumb_cmc_x,Left_Thumb_cmc_y,Left_Thumb_cmc_z,Left_Thumb_mcp_x,Left_Thumb_mcp_y,Left_Thumb_mcp_z,Left_Thumb_ip_x,Left_Thumb_ip_y,Left_Thumb_ip_z,Left_Thumb_tip_x,Left_Thumb_tip_y,Left_Thumb_tip_z,Left_Index_finger_mcp_x,Left_Index_finger_mcp_y,Left_Index_finger_mcp_z,Left_Index_finger_pip_x,Left_Index_finger_pip_y,Left_Index_finger_pip_z,Left_Index_finger_dip_x,Left_Index_finger_dip_y,Left_Index_finger_dip_z,Left_Index_finger_tip_x,Left_Index_finger_tip_y,Left_Index_finger_tip_z,Left_Middle_finger_mcp_x,Left_Middle_finger_mcp_y,Left_Middle_finger_mcp_z,Left_Middle_finger_pip_x,Left_Middle_finger_pip_y,Left_Middle_finger_pip_z,Left_Middle_finger_dip_x,Left_Middle_finger_dip_y,Left_Middle_finger_dip_z,Left_Middle_finger_tip_x,Left_Middle_finger_tip_y,Left_Middle_finger_tip_z,Left_Ring_finger_mcp_x,Left_Ring_finger_mcp_y,Left_Ring_finger_mcp_z,Left_Ring_finger_pip_x,Left_Ring_finger_pip_y,Left_Ring_finger_pip_z,Left_Ring_finger_dip_x,Left_Ring_finger_dip_y,Left_Ring_finger_dip_z,Left_Ring_finger_tip_x,Left_Ring_finger_tip_y,Left_Ring_finger_tip_z,Left_Pinky_mcp_x,Left_Pinky_mcp_y,Left_Pinky_mcp_z,Left_Pinky_pip_x,Left_Pinky_pip_y,Left_Pinky_pip_z,Left_Pinky_dip_x,Left_Pinky_dip_y,Left_Pinky_dip_z,Left_Pinky_tip_x,Left_Pinky_tip_y,Left_Pinky_tip_z,Right_Wrist_x,Right_Wrist_y,Right_Wrist_z,Right_Thumb_cmc_x,Right_Thumb_cmc_y,Right_Thumb_cmc_z,Right_Thumb_mcp_x,Right_Thumb_mcp_y,Right_Thumb_mcp_z,Right_Thumb_ip_x,Right_Thumb_ip_y,Right_Thumb_ip_z,Right_Thumb_tip_x,Right_Thumb_tip_y,Right_Thumb_tip_z,Right_Index_finger_mcp_x,Right_Index_finger_mcp_y,Right_Index_finger_mcp_z,Right_Index_finger_pip_x,Right_Index_finger_pip_y,Right_Index_finger_pip_z,Right_Index_finger_dip_x,Right_Index_finger_dip_y,Right_Index_finger_dip_z,Right_Index_finger_tip_x,Right_Index_finger_tip_y,Right_Index_finger_tip_z,Right_Middle_finger_mcp_x,Right_Middle_finger_mcp_y,Right_Middle_finger_mcp_z,Right_Middle_finger_pip_x,Right_Middle_finger_pip_y,Right_Middle_finger_pip_z,Right_Middle_finger_dip_x,Right_Middle_finger_dip_y,Right_Middle_finger_dip_z,Right_Middle_finger_tip_x,Right_Middle_finger_tip_y,Right_Middle_finger_tip_z,Right_Ring_finger_mcp_x,Right_Ring_finger_mcp_y,Right_Ring_finger_mcp_z,Right_Ring_finger_pip_x,Right_Ring_finger_pip_y,Right_Ring_finger_pip_z,Right_Ring_finger_dip_x,Right_Ring_finger_dip_y,Right_Ring_finger_dip_z,Right_Ring_finger_tip_x,Right_Ring_finger_tip_y,Right_Ring_finger_tip_z,Right_Pinky_mcp_x,Right_Pinky_mcp_y,Right_Pinky_mcp_z,Right_Pinky_pip_x,Right_Pinky_pip_y,Right_Pinky_pip_z,Right_Pinky_dip_x,Right_Pinky_dip_y,Right_Pinky_dip_z,Right_Pinky_tip_x,Right_Pinky_tip_y,Right_Pinky_tip_z,timestamp
-0.011935360729694366,-0.03533809632062912,0.05783320218324661,0.009779832325875759,-0.02411704510450363,0.04185166954994202,0.02233097516000271,-0.012224651873111725,0.02701367251574993,0.032951004803180695,-0.0027923714369535446,0.006986994296312332,0.0423722043633461,0.010130451992154121,-0.009540116414427757,0.007213885895907879,-0.003082001581788063,-0.004609435796737671,0.017819024622440338,0.008728302083909512,-0.004824000410735607,0.027931097894906998,0.02733619138598442,0.0003417819389142096,0.03778538107872009,0.04217848926782608,0.0068705338053405285,0.0014179614372551441,-0.0005840647500008345,-0.001298562972806394,0.003041161224246025,0.017703918740153313,-0.006311238743364811,0.011147995479404926,0.04339981824159622,-0.006683214567601681,0.015035881660878658,0.06804237514734268,0.003637430490925908,-0.005861710291355848,0.003142378758639097,0.0019192018080502748,-0.00501689687371254,0.012660058215260506,-0.0003707153082359582,-0.005230594426393509,0.039702970534563065,-0.0011399216018617153,-0.003990644589066505,0.06261759996414185,0.0056077358312904835,-0.005652334075421095,0.00037920253816992044,0.01253894716501236,-0.01198872085660696,0.00957126822322607,0.009807267226278782,-0.0172618068754673,0.025932859629392624,0.009986430406570435,-0.015467941761016846,0.04397512599825859,0.007130102254450321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349055
-0.011372157372534275,-0.029838578775525093,0.04524552449584007,0.005423810798674822,-0.01726483926177025,0.0320843942463398,0.014693481847643852,-0.009327191859483719,0.02240869589149952,0.022907650098204613,-0.0036572569515556097,0.008222674019634724,0.0366239920258522,0.006396609358489513,-0.006659327540546656,0.0008703132625669241,0.000300718005746603,-0.001969820586964488,0.01089521311223507,0.0024930397048592567,-0.006752426270395517,0.01921015977859497,0.01732795499265194,-0.002422038931399584,0.031216353178024292,0.03414743393659592,0.0027064208406955004,-0.0003605835954658687,-0.00022781663574278355,-0.0015153111889958382,0.0005108620971441269,0.0064879474230110645,-0.006540654692798853,0.006870061159133911,0.030989713966846466,-0.010259315371513367,0.0083039915189147,0.05557238310575485,-0.0016093538142740726,0.0008795845787972212,0.0006743893027305603,0.001197985140606761,-0.001288440776988864,0.0007953775348141789,-0.004329064395278692,-0.004104179330170155,0.026495397090911865,-0.00750987371429801,-0.004695933312177658,0.05288848653435707,-0.002954622730612755,0.0035393761936575174,-0.0026433351449668407,0.009859503246843815,-0.005997692234814167,0.0021824638824909925,0.004985245876014233,-0.016282595694065094,0.01963832415640354,0.0035205965396016836,-0.019251612946391106,0.036959677934646606,0.0013119361829012632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349114
-0.010703936219215393,-0.02447490021586418,0.04347618296742439,0.004395621828734875,-0.011778132990002632,0.030854277312755585,0.012042839080095291,-0.005718765780329704,0.021424995735287666,0.01935618557035923,-0.0038506831042468548,0.008573038503527641,0.029570579528808594,0.005805884953588247,-0.004404605831950903,-0.0024644762743264437,-0.0001127859577536583,-0.00175022694747895,0.005905581638216972,-0.0007013696595095098,-0.007028382271528244,0.01726861670613289,0.01612841710448265,-0.002799193374812603,0.026570487767457962,0.031969744712114334,0.003481530584394932,-0.0005086128367111087,-0.0004681542923208326,-0.0010223757708445191,-0.001179611193947494,0.002365838037803769,-0.004674249794334173,0.005334524437785149,0.027458148077130318,-0.008591871708631516,0.006832108832895756,0.054053716361522675,0.00196584383957088,0.0012909608194604516,8.460466051474214e-05,0.0016949515556916595,0.0009469174547120929,-0.0022330433130264282,-0.003935390152037144,-0.006458831951022148,0.023428844287991524,-0.004468411207199097,-0.004330885596573353,0.04987102374434471,0.0002203417825512588,0.007390275131911039,-0.0026129954494535923,0.008986828848719597,-0.002714908914640546,-0.000882490596268326,0.006505220662802458,-0.016050389036536217,0.014510586857795715,0.005523067899048328,-0.019279520958662033,0.0328507162630558,0.0042814393527805805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349173
-0.011145333759486675,-0.02554350532591343,0.0456877276301384,0.0042757801711559296,-0.012967758812010288,0.03429160639643669,0.011511350981891155,-0.005763721652328968,0.022121595218777657,0.01795155741274357,-0.003300899639725685,0.009517451748251915,0.029242072254419327,0.0065799313597381115,-0.005956519860774279,-0.0033599459566175938,0.00013300805585458875,-0.0023269294761121273,0.004807470366358757,8.667120710015297e-05,-0.006983316037803888,0.015739716589450836,0.016426362097263336,-0.0026684924960136414,0.02411092072725296,0.03299453854560852,0.004724851809442043,-0.00010019094770541415,-0.00037686910945922136,-0.0013615468051284552,-0.0016454716678708792,0.0024917409755289555,-0.006085197441279888,0.003549328539520502,0.028980862349271774,-0.007438610773533583,0.006171143613755703,0.05532617121934891,0.0007950136205181479,0.0023215985856950283,-6.48347195237875e-05,0.0013574445620179176,0.0010234839282929897,-0.0020509161986410618,-0.003266654908657074,-0.004503914155066013,0.024965981021523476,-0.004757823888212442,-0.0034004030749201775,0.05034329742193222,0.0020660904701799154,0.007798070088028908,-0.003354786429554224,0.011330749839544296,-0.0035694639664143324,-0.0006228252314031124,0.007579609286040068,-0.01689242012798786,0.015826307237148285,0.0063635483384132385,-0.02060667797923088,0.03496265783905983,0.006501132156699896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349232
-0.010544194839894772,-0.02573472447693348,0.048302698880434036,0.005095085594803095,-0.012083915993571281,0.03676380217075348,0.011830054223537445,-0.004416665993630886,0.023888377472758293,0.01756906881928444,-0.0019110478460788727,0.010463039390742779,0.028045564889907837,0.007610661908984184,-0.005654376000165939,-0.0034452357795089483,0.00021729234140366316,-0.0022298269905149937,0.004786958917975426,0.0007553594186902046,-0.006791153457015753,0.015814688056707382,0.01705436408519745,-0.002120642689988017,0.0240995604544878,0.0343293696641922,0.00684646051377058,-2.358345955144614e-05,-0.0006840903079137206,-0.0017656109994277358,-0.0020868326537311077,0.0033384014386683702,-0.006195912603288889,0.0035106344148516655,0.029958762228488922,-0.006703540217131376,0.006026032380759716,0.056307755410671234,0.0027888778131455183,0.0018577988957986236,6.37161429040134e-05,0.0015532186953350902,0.0005522167775779963,-0.0010757411364465952,-0.0032900110818445683,-0.0045783077366650105,0.026322506368160248,-0.0036067324690520763,-0.003462747670710087,0.05189882218837738,0.0044419183395802975,0.0074866232462227345,-0.002956349402666092,0.011697004549205303,-0.003809504909440875,-0.0005005513085052371,0.008228038437664509,-0.01785110868513584,0.016503779217600822,0.007730971090495586,-0.02107282727956772,0.035671599209308624,0.008134045638144016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349290
-0.011773685924708843,-0.023368151858448982,0.05153040215373039,0.003714741673320532,-0.01028307992964983,0.03975900635123253,0.011325809173285961,-0.0021633952856063843,0.025418857112526894,0.017399705946445465,0.00044656218960881233,0.010080581530928612,0.02773311361670494,0.009087253361940384,-0.00543320132419467,-0.004739444702863693,0.0002782710362225771,-0.002790791681036353,0.004510221071541309,0.00027447217144072056,-0.0067705316469073296,0.015529435127973557,0.01666860282421112,-0.0026424799580127,0.023132219910621643,0.034838736057281494,0.007243760861456394,2.833455801010132e-05,-0.0009785989532247186,-0.001938890665769577,-0.0015316684730350971,0.002755933441221714,-0.0066628409549593925,0.0029238578863441944,0.029857296496629715,-0.008101020008325577,0.00635557621717453,0.05596398189663887,-0.00011545000597834587,0.0025244811549782753,5.7730707339942455e-05,0.0015972628025338054,0.0011658885050565004,-0.0006590493721887469,-0.0033408517483621836,-0.003789723850786686,0.027651002630591393,-0.0049904389306902885,-0.00307517871260643,0.052663058042526245,0.0007357024005614221,0.009238092228770256,-0.0027348364237695932,0.01202839333564043,-0.0024303607642650604,-1.508923014625907e-05,0.008441329933702946,-0.016936689615249634,0.01674487441778183,0.006937725935131311,-0.020263373851776123,0.035850584506988525,0.0062426310032606125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349349
-0.0142290610820055,-0.030736790969967842,0.0668032243847847,0.005312446504831314,-0.018243910744786263,0.04851548746228218,0.017749575898051262,-0.006840761750936508,0.033124979585409164,0.028250059112906456,0.00023476127535104752,0.013694063760340214,0.03673974424600601,0.014740152284502983,-0.006652031093835831,0.004896037746220827,-0.0034783114679157734,-0.0044378843158483505,0.013461590744554996,0.006176332011818886,-0.007096219342201948,0.02569432742893696,0.024503935128450394,0.0009718810324557126,0.03503693640232086,0.04005596414208412,0.014758048579096794,0.0019117580959573388,-0.0016480246558785439,-0.002152296481654048,0.003204178297892213,0.0126658258959651,-0.006003994960337877,0.01065156888216734,0.037389349192380905,-0.0045893010683357716,0.0185902938246727,0.0602123886346817,0.011678088456392288,-0.0019328093621879816,0.00203178683295846,0.0024657943286001682,-0.0028758125845342875,0.011006545275449753,-0.0021049806382507086,-0.004656616598367691,0.035035815089941025,0.0012454738607630134,0.0016965102404356003,0.05500585585832596,0.010367710143327713,-0.0017855603946372867,0.0014264743076637387,0.014643602073192596,-0.010078971274197102,0.009921466000378132,0.010625307448208332,-0.01635540835559368,0.028466731309890747,0.010392667725682259,-0.015151490457355976,0.04426387697458267,0.01254122145473957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349407
-0.021476492285728455,-0.031988319009542465,0.07540787756443024,0.007477347273379564,-0.02338388003408909,0.05451538786292076,0.021907765418291092,-0.00493779918178916,0.03928263485431671,0.03485159948468208,0.006593026220798492,0.013699561357498169,0.03790127485990524,0.02362845465540886,-0.00964826438575983,0.012630894780158997,-0.0051986537873744965,-0.0049368939362466335,0.01916138455271721,0.012716520577669144,-0.007377384230494499,0.030377624556422234,0.03195221349596977,0.009791201911866665,0.03873833268880844,0.04085054248571396,0.035134539008140564,0.0027045130264014006,-0.0013567458372563124,-0.003176637925207615,0.006579989101737738,0.02217887155711651,-0.004712017718702555,0.017432961612939835,0.03916435316205025,0.010499445721507072,0.02787875570356846,0.05153806880116463,0.03312747925519943,-0.007065148558467627,0.003113062120974064,0.0025467330124229193,-0.004175871144980192,0.02164151519536972,0.00014773420116398484,-0.0011469461023807526,0.03781018406152725,0.017118830233812332,0.008921157568693161,0.04632716253399849,0.04011274501681328,-0.012060988694429398,0.003050448838621378,0.016480185091495514,-0.011586185544729233,0.017653614282608032,0.01643543876707554,-0.0072579337283968925,0.033532507717609406,0.025482485070824623,0.0020737089216709137,0.037371501326560974,0.042455121874809265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349465
-0.022934013977646828,-0.034059468656778336,0.07591196149587631,0.006925433874130249,-0.024098435416817665,0.054864753037691116,0.023161185905337334,-0.009877830743789673,0.040633782744407654,0.03617725521326065,0.0023710690438747406,0.014601334929466248,0.040672723203897476,0.020235944539308548,-0.008013696409761906,0.013553374446928501,-0.004850293044000864,-0.0024113915860652924,0.022633492946624756,0.012779154814779758,-0.005473824217915535,0.033805638551712036,0.02873937226831913,0.01322039496153593,0.04238947480916977,0.034375060349702835,0.03543766215443611,0.002363857114687562,-0.0011774697341024876,-0.003030248684808612,0.00972886011004448,0.021539343520998955,-0.005247201770544052,0.0223341453820467,0.03610236197710037,0.00985404197126627,0.03200891241431236,0.042799387127161026,0.033829689025878906,-0.0074168480932712555,0.0036543419118970633,0.0013547303387895226,-0.0012281602248549461,0.022374767810106277,-3.901104719261639e-05,0.004421568475663662,0.0370057038962841,0.015925144776701927,0.012802327051758766,0.041484687477350235,0.04045839235186577,-0.012953223660588264,0.0041771866381168365,0.012856493704020977,-0.009497396647930145,0.017993085086345673,0.012789469212293625,-0.004391947761178017,0.03381088748574257,0.02425125427544117,0.004109974950551987,0.03207964077591896,0.04139651730656624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349524
-0.022238334640860558,-0.021245494484901428,0.07621680945158005,0.0022748494520783424,-0.013916539028286934,0.04907333105802536,0.010280064307153225,-0.004305571783334017,0.03638346493244171,0.024311773478984833,9.519513696432114e-05,0.012799992226064205,0.028823474422097206,0.012556487694382668,-0.00944227259606123,0.0040870243683457375,-0.004965503700077534,-0.002644534222781658,0.012160169892013073,0.0062963692471385,-0.004128358792513609,0.02749893069267273,0.020795002579689026,0.016531214118003845,0.03085879608988762,0.015258154831826687,0.04092703014612198,0.0004956370685249567,-0.0026251033414155245,-0.003532844828441739,0.010972095653414726,0.011884244158864021,-0.005351592320948839,0.024448635056614876,0.02585742250084877,0.01003582775592804,0.028849255293607712,0.02719161845743656,0.03770102933049202,0.0006126817315816879,0.00201768078841269,0.0026400908827781677,0.006710945162922144,0.013537039048969746,-0.001213678391650319,0.010907838121056557,0.027075499296188354,0.014545274898409843,0.015121989883482456,0.0287435632199049,0.03684493899345398,0.0008461552788503468,0.0036206436343491077,0.012413140386343002,0.0027705924585461617,0.014165544882416725,0.011082431301474571,0.005149364471435547,0.02743617445230484,0.022567713633179665,0.01246807910501957,0.023495297878980637,0.03951318934559822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697462349584
